"activity","address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","updateddate","zip","outcome","lon","lat"
"Dispatch Work Crew","2726  LAURETTA AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-12T00:15:04.000","2015-01-02T00:15:04.000","ROSEMONT HOMEOWNERS/TENANTS","14-00927842","MD","CLOSED","2015-02-24T13:13:24.000","2014-12-15T11:36:00.000","21223",NA,-76.6622239,39.2939874
"Cityworks SR Comments","718  GRUNDY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T20:08:16.000","2015-02-20T20:08:16.000","BREWERS HILL","15-00070727","MD","CLOSED","2015-02-03T12:44:54.000","2015-01-30T21:13:40.000","21224","UPDATED",-76.5633933,39.2840594
"Cityworks SR Comments","2200  SAINT PAUL ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-02T23:58:08.000","2014-10-23T23:58:08.000","BARCLAY","14-00745254","MD","CLOSED","2014-11-06T13:07:45.000","2014-10-03T01:00:12.000","21218","UPDATED",-76.615617,39.314577
"Dispatch Work Crew","4500  SCARLET OAK LN","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-29T21:29:13.000","2015-04-19T21:29:13.000","UPLANDS","15-00247470","MD","CLOSED","2015-04-01T11:49:49.000","2015-04-01T11:49:00.000","21229",NA,-76.6923719,39.2913525
"Dispatch Work Crew","1401  ROLAND HEIGHTS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-06T17:27:04.000","2015-03-27T17:27:04.000","MEDFIELD","15-00174843","MD","CLOSED","2015-05-01T12:14:17.000","2015-03-10T11:19:00.000","21211",NA,-76.64165,39.339623
"Dispatch Work Crew","205 E 30TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T16:46:27.000","2015-02-20T16:46:27.000","CHARLES VILLAGE","15-00069996","MD","CLOSED","2015-03-26T12:17:20.000","2015-02-03T11:40:00.000","21218",NA,-76.6142693,39.3244227
NA,"5600  LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T18:53:07.000","2015-04-07T18:53:07.000","WOODBOURNE HEIGHTS","15-00213112","MD","CLOSED","2015-04-21T12:33:34.000",NA,"21239",NA,-76.590271,39.357859
"Dispatch Work Crew","3800  STOKES DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-29T14:21:07.000","2015-07-20T14:21:07.000","GWYNNS FALLS/LEAKIN PARK","15-00507565","MD","CLOSED","2015-07-20T12:16:22.000","2015-07-01T11:38:00.000","21229",NA,-76.6798531,39.2996899
"Dispatch Work Crew","2700  LIBERTY HEIGHTS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-09T19:47:55.000","2014-12-30T19:47:55.000","LIBERTY SQUARE","14-00921818","MD","CLOSED","2015-02-09T12:01:37.000","2014-12-11T12:34:00.000","21215",NA,-76.6595527,39.3206336
"Dispatch Work Crew","3800  STOKES DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-29T17:41:51.000","2015-06-19T17:41:51.000","GWYNNS FALLS/LEAKIN PARK","15-00421101","MD","O-WIP","2015-06-22T18:10:31.000","2015-06-05T12:29:00.000","21229",NA,-76.6798531,39.2996899
"Dispatch Work Crew","3805  EDGEWOOD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-12T13:26:07.000","2015-02-02T13:26:07.000","ASHBURTON","15-00024827","MD","CLOSED","2015-03-13T11:45:47.000","2015-01-20T12:15:00.000","21215",NA,-76.671572,39.330618
"Dispatch Work Crew","W SARATOGA ST &N SCHROEDER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T17:21:02.000","2015-04-14T17:21:02.000","POPPLETON","15-00233046","MD","CLOSED","2015-05-26T11:46:04.000","2015-03-26T11:11:00.000","21223",NA,NA,NA
"Cityworks SR Comments","JANICE AVE & MARBOURNE AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-22T13:19:19.000","2014-10-13T13:19:19.000","LAKELAND","14-00714100","MD","CLOSED","2014-09-24T13:00:12.000","2014-09-22T13:45:22.000","21230","UPDATED",-118.209849,35.565619
"Cityworks SR Comments","S HANOVER ST & CHESAPEAKE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-29T15:22:13.000","2015-05-20T15:22:13.000","BROOKLYN","15-00334648","MD","CLOSED","2015-06-09T11:58:00.000","2015-04-29T15:36:14.000","21225","UPDATED",-73.1663411,44.4727628
"Cityworks SR Comments","1408 N GAY ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-25T03:26:36.000","2014-10-16T03:26:36.000","BROADWAY EAST","14-00723128","MD","CLOSED","2014-10-22T13:08:27.000","2014-09-25T04:24:34.000","21213","UPDATED",-76.5911897,39.3067915
"Dispatch Work Crew","WABASH AVE & PATTERSON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-19T12:20:24.000","2015-02-09T12:20:24.000","SETON BUSINESS PARK","15-00040181","MD","CLOSED","2015-02-10T12:04:58.000","2015-01-22T12:22:00.000","21215",NA,-87.3133604,39.4833563
"Dispatch Work Crew","1301 W 42ND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T18:42:47.000","2015-04-06T18:42:47.000","MEDFIELD","15-00208110","MD","CLOSED","2015-04-17T13:03:47.000","2015-03-18T11:49:00.000","21211",NA,-76.639303,39.338451
"Cityworks SR Comments","1421 E CLEMENT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-15T21:58:13.000","2015-07-06T21:58:13.000","LOCUST POINT","15-00466053","MD","CLOSED","2015-07-17T11:40:12.000","2015-06-16T00:14:46.000","21230","UPDATED",-76.593802,39.270425
"Dispatch Work Crew","N LINWOOD AVE & ORLEANS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T13:20:34.000","2015-04-14T13:20:34.000","MCELDERRY PARK","15-00231439","MD","CLOSED","2015-05-18T12:18:01.000","2015-05-18T12:17:00.000","21205",NA,-96.748712,36.0142419
"Dispatch Work Crew","600  CUMBERLAND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-05T13:44:13.000","2015-05-26T13:44:13.000","PENN NORTH","15-00349663","MD","CLOSED","2015-05-11T18:57:46.000","2015-05-11T18:57:00.000","21217",NA,-76.6416623,39.3093283
"Dispatch Work Crew","2005  CASADEL AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T14:17:47.000","2015-04-06T14:17:47.000","MORRELL PARK","15-00206470","MD","O-WIP","2015-03-25T18:22:19.000","2015-03-17T11:39:00.000","21230",NA,-76.654793,39.261353
"Dispatch Work Crew","3935  EDMONDSON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-25T21:46:16.000","2015-01-15T21:46:16.000","ALLENDALE","14-00957470","MD","CLOSED","2015-02-13T13:28:24.000","2014-12-29T11:15:00.000","21229",NA,-76.682283,39.293494
"Dispatch Work Crew","W NORTHERN PKWY & FALLS RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-02T18:33:29.000","2014-09-23T18:33:29.000","SABINA-MATTFELDT","14-00660070","MD","CLOSED","2014-10-16T11:46:37.000","2014-09-04T20:02:00.000","21209",NA,-76.6656161,39.3557104
"Cityworks SR Comments","2300  ERDMAN AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-30T10:34:18.000","2015-04-20T10:34:18.000","MAYFIELD","15-00247802","MD","CLOSED","2015-03-31T12:35:56.000","2015-03-30T10:47:38.000","21213","UPDATED",-76.581496,39.326994
NA,"4201  POWELL AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-12T18:59:42.000","2015-07-03T18:59:42.000","CEDMONT","15-00459496","MD","CLOSED","2015-07-13T11:25:41.000",NA,"21206",NA,-76.538758,39.3471199
"Cityworks SR Comments","3013  GREENMOUNT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-14T18:46:47.000","2015-01-04T18:46:47.000","BETTER WAVERLY","14-00931752","MD","CLOSED","2014-12-16T18:36:49.000","2014-12-14T20:05:28.000","21218","UPDATED",-76.609291,39.325831
"Cityworks SR Comments","4125  KINSWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T19:15:38.000","2015-06-10T19:15:38.000","GLENHAM-BELFORD","15-00396648","MD","CLOSED","2015-05-26T11:36:59.000","2015-05-23T10:00:03.000","21206","UPDATED",-76.543704,39.34428
"Dispatch Work Crew","3300  PIEDMONT AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-26T15:53:39.000","2014-09-16T15:53:39.000","HANLON-LONGWOOD","14-00643088","MD","CLOSED","2014-10-03T14:01:13.000","2014-08-28T11:28:00.000","21216",NA,-76.672962,39.316626
"Cityworks SR Comments","GREENMOUNT AVE &E 25TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T12:12:57.000","2015-06-10T12:12:57.000","BETTER WAVERLY","15-00394884","MD","CLOSED","2015-06-16T11:15:08.000","2015-05-23T10:10:15.000","21218","UPDATED",-76.6094637,39.3189114
"Cityworks SR Comments","E LEXINGTON ST & COLVIN ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-15T10:09:41.000","2015-03-08T10:09:41.000","PLEASANT VIEW GARDENS","15-00107518","MD","O-WIP","2015-03-03T16:12:39.000","2015-02-15T10:44:06.000","21202","UPDATED",-84.8343794,37.7637816
"Dispatch Work Crew","46  POULTNEY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-21T21:04:59.000","2015-07-12T21:04:59.000","FEDERAL HILL","15-00483591","MD","CLOSED","2015-08-04T16:44:15.000","2015-08-04T16:43:00.000","21230",NA,-76.612912,39.277758
NA,"2799  WILKENS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-01T18:31:30.000","2014-12-22T18:31:30.000","MORRELL PARK","14-00901109","MD","CLOSED","2015-01-16T11:33:48.000",NA,"21223",NA,-76.6623649,39.2768075
"Cityworks SR Comments","4125  KINSWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-09T15:47:00.000","2015-03-02T15:47:00.000","GLENHAM-BELFORD","15-00092320","MD","CLOSED","2015-05-22T17:42:37.000","2015-02-09T17:28:38.000","21206","UPDATED",-76.543704,39.34428
"Cityworks SR Comments","1718  THAMES ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-19T12:24:35.000","2014-10-10T12:24:35.000","FELLS POINT","14-00708186","MD","CLOSED","2014-10-22T13:10:06.000","2014-09-19T13:14:57.000","21231","UPDATED",-76.591898,39.2820689
"Cityworks SR Comments","3900 E NORTHERN PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-10T13:16:03.000","2014-12-31T13:16:03.000","OVERLEA","14-00922949","MD","CLOSED","2015-01-12T11:50:08.000","2014-12-10T14:15:57.000","21206","UPDATED",-76.533479,39.357814
NA,"810 N HILTON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-02T15:50:26.000","2015-07-23T15:50:26.000","EDMONDSON VILLAGE","15-00520190","MD","O-WIP","2015-07-08T16:28:22.000",NA,"21229",NA,-76.673155,39.296441
"Cityworks SR Comments","3800  FLEET ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-27T19:20:15.000","2015-06-17T19:20:15.000","BREWERS HILL","15-00413642","MD","CLOSED","2015-06-26T18:47:03.000","2015-05-27T19:33:25.000","21224","UPDATED",-76.5648052,39.2857013
"Dispatch Work Crew","W 40TH ST & ROLAND AVE, BALTIMORE, MD, 2",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-07-06T10:49:36.000","2015-07-27T10:49:36.000","ROLAND PARK","15-00526070","MD","O-WIP","2015-07-28T18:14:01.000","2015-07-07T10:54:00.000",NA,NA,-85.3210154,35.0080789
"Dispatch Work Crew","500  DRUID HILL AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-26T16:58:51.000","2015-06-16T16:58:51.000","SETON HILL","15-00408891","MD","CLOSED","2015-06-11T12:52:06.000","2015-05-28T11:35:00.000","21201",NA,-76.62219,39.296898
"Dispatch Work Crew","GREENSPRING AVE & HILLWAY","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-11T21:21:08.000","2014-10-02T21:21:08.000","DRUID HILL PARK","14-00687895","MD","O-WIP","2014-09-30T12:58:33.000","2014-09-15T11:37:00.000","21217",NA,-76.6882923,39.3966579
"Cityworks SR Comments","114 N HAVEN ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-21T00:35:02.000","2015-05-12T00:35:02.000","BALTIMORE HIGHLANDS","15-00309569","MD","O-WIP","2015-05-13T15:21:32.000","2015-04-21T00:50:11.000","21224","UPDATED",-76.563156,39.294218
"Cityworks SR Comments","LIGHT ST & POULTNEY ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-20T15:28:23.000","2014-09-10T15:28:23.000","FEDERAL HILL","14-00626752","MD","CLOSED","2014-09-08T13:04:08.000","2014-08-20T15:59:31.000","21230","UPDATED",-76.6125962,39.2785869
"Dispatch Work Crew","400 S BENTALOU ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-21T19:12:09.000","2014-11-11T19:12:09.000","CARROLLTON RIDGE","14-00793733","MD","CLOSED","2014-12-08T12:09:14.000","2014-10-23T11:23:00.000","21223",NA,-76.6527304,39.2829811
"Dispatch Work Crew","1314  MEDFIELD AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-30T18:35:14.000","2014-09-20T18:35:14.000","MEDFIELD","14-00655232","MD","CLOSED","2014-10-10T11:24:05.000","2014-10-10T11:23:00.000","21211",NA,-76.641042,39.3393609
"Cityworks SR Comments","E PRESTON ST &N WOLFE ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-08T15:20:40.000","2014-10-29T15:20:40.000","BROADWAY EAST","14-00759049","MD","CLOSED","2014-11-19T11:57:19.000","2014-10-08T15:55:48.000","21213","UPDATED",-76.5945707,39.305356
"Cityworks SR Comments","MIDWOOD AVE & WINSTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T17:02:20.000","2015-04-06T17:02:20.000","WINSTON-GOVANS","15-00207355","MD","O-WIP","2015-03-17T11:21:47.000","2015-03-16T19:57:13.000","21212","UPDATED",-73.145962,40.843654
NA,"1240 N GAY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-18T19:00:44.000","2015-07-09T19:00:44.000","BROADWAY EAST","15-00476872","MD","CLOSED","2015-07-06T12:01:14.000",NA,"21213",NA,-76.593428,39.304921
"Cityworks SR Comments","2102 E EAGER ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-07T19:36:28.000","2014-11-28T19:36:28.000","MIDDLE EAST","14-00842879","MD","CLOSED","2014-11-21T12:51:44.000","2014-11-07T20:29:59.000","21205","UPDATED",-76.5878831,39.3021397
"Dispatch Work Crew","E FRANKLIN ST & HARGROVE ALY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-15T18:51:51.000","2015-05-06T18:51:51.000","MOUNT VERNON","15-00296179","MD","CLOSED","2015-05-27T12:02:15.000","2015-04-17T11:20:00.000","21202",NA,-83.8211387,31.528315
"Cityworks SR Comments","838 N FULTON AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-12T10:54:00.000","2014-09-02T10:54:00.000","HARLEM PARK","14-00601358","MD","CLOSED","2014-09-29T12:54:01.000","2014-08-12T11:36:41.000","21217","UPDATED",-76.6460049,39.2986262
"Cityworks SR Comments","2400 E NORTH AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-01T14:58:20.000","2015-06-22T14:58:20.000","BEREA","15-00426409","MD","O-WIP","2015-06-05T20:04:48.000","2015-06-03T13:09:37.000","21213","UPDATED",-76.5838303,39.3125995
"Dispatch Work Crew","765 S WOODINGTON RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-03T14:16:29.000","2014-10-24T14:16:29.000","YALE HEIGHTS","14-00746970","MD","CLOSED","2014-11-20T12:13:09.000","2014-11-20T12:12:00.000","21229",NA,-76.690895,39.27365
"Cityworks SR Comments","BELAIR RD & WHITE AVE, BALTIMORE, MD, 21",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-06-21T13:31:36.000","2015-07-12T13:31:36.000","CEDMONT","15-00483191","MD","O-WIP","2015-06-29T13:02:07.000","2015-06-23T20:00:12.000",NA,"UPDATED",-76.4688967,39.4084423
"Dispatch Work Crew","S BENTALOU ST & ASHTON ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-21T18:59:53.000","2014-11-11T18:59:53.000","MILLHILL","14-00793652","MD","CLOSED","2014-10-23T18:56:02.000","2014-10-23T18:55:00.000","21223",NA,-76.6524954,39.2815503
"Dispatch Work Crew","4046 W COLD SPRING LN","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-22T17:12:03.000","2014-11-12T17:12:03.000","DORCHESTER","14-00796199","MD","CLOSED","2014-12-09T12:51:58.000","2014-10-24T11:49:00.000","21215",NA,-76.686424,39.33525
"Dispatch Work Crew","EDMONDSON AVE & OLD FREDERICK RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-06T13:18:54.000","2015-01-27T13:18:54.000","HUNTING RIDGE","15-00010034","MD","CLOSED","2015-03-12T13:37:16.000","2015-01-08T11:42:00.000","21229",NA,-76.7051535,39.2908485
"Cityworks SR Comments","5800  PERRING PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-11T14:27:24.000","2015-03-04T14:27:24.000","MT PLEASANT PARK","15-00098759","MD","O-WIP","2015-02-13T19:11:25.000","2015-02-11T17:00:37.000","21239","UPDATED",-76.5731383,39.36168
"Cityworks SR Comments","2900  GLENMORE AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-27T18:06:43.000","2014-09-17T18:06:43.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00647063","MD","CLOSED","2014-10-03T13:16:12.000","2014-08-27T18:53:24.000","21214","UPDATED",-76.560835,39.357156
"Dispatch Work Crew","N WARWICK AVE & GWYNNS FALLS PKWY","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-25T17:35:57.000","2014-09-15T17:35:57.000","MONDAWMIN","14-00640108","MD","CLOSED","2014-09-05T11:48:29.000","2014-09-05T11:48:00.000","21215",NA,-87.5110472,41.6828379
"Cityworks SR Comments","1615  WINFORD RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-19T19:23:48.000","2015-07-10T19:23:48.000","PERRING LOCH","15-00480265","MD","CLOSED","2015-07-28T11:52:59.000","2015-06-19T19:37:28.000","21239","UPDATED",-76.585866,39.352837
"Cityworks SR Comments","E NORTHERN PKWY & HILLEN RD, BALTIMORE,",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-06-14T20:40:35.000","2015-07-05T20:40:35.000","MT PLEASANT PARK","15-00461986","MD","O-WIP","2015-06-25T14:14:16.000","2015-06-16T18:25:30.000",NA,"UPDATED",-76.5791369,39.3675727
"Dispatch Work Crew","2025  MARYLAND AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-01T19:24:16.000","2014-12-22T19:24:16.000","CHARLES NORTH","14-00901293","MD","CLOSED","2014-12-02T19:05:43.000","2014-12-02T19:05:00.000","21218",NA,-76.617656,39.312902
"Dispatch Work Crew","PATTERSON AVE & REISTERSTOWN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-13T13:40:39.000","2015-06-03T13:40:39.000","REISTERSTOWN STATION","15-00374605","MD","CLOSED","2015-06-24T17:28:52.000","2015-05-18T11:57:00.000","21215",NA,-77.5773837,37.5952305
"Cityworks SR Comments","1700  ASHLAND AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-01T18:34:11.000","2015-05-22T18:34:11.000","MIDDLE EAST","15-00341774","MD","CLOSED","2015-05-06T18:06:51.000","2015-05-05T19:05:16.000","21205","UPDATED",-76.5945263,39.300514
"Dispatch Work Crew","3955  BONNER RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-22T19:54:19.000","2015-07-13T19:54:19.000","CONCERNED CITIZENS OF FOREST PARK","15-00486763","MD","CLOSED","2015-07-23T11:52:18.000","2015-06-29T11:57:00.000","21216",NA,-76.683942,39.322246
"Dispatch Work Crew","2282  DRUID PARK DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-21T09:00:49.000","2015-08-11T09:00:49.000","DRUID HILL PARK","15-00572453","MD","CLOSED","2015-07-22T19:26:58.000","2015-07-22T19:26:00.000","21211",NA,-76.653509,39.330708
"Cityworks SR Comments","5801  ERDMAN AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-10T01:22:13.000","2014-08-31T01:22:13.000","PULASKI INDUSTRIAL AREA","14-00596595","MD","CLOSED","2014-09-09T12:25:34.000","2014-08-10T01:46:29.000","21205","UPDATED",-76.5471929,39.299613
NA,"100 E 27TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-05T18:33:26.000","2014-12-26T18:33:26.000","CHARLES VILLAGE","14-00913531","MD","CLOSED","2015-02-10T12:09:49.000",NA,"21218",NA,-76.6155627,39.3207174
"Dispatch Work Crew","700 N PACA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-22T16:43:59.000","2015-07-13T16:43:59.000","SETON HILL","15-00485934","MD","CLOSED","2015-06-25T17:48:52.000","2015-06-25T17:48:00.000","21201",NA,-76.6226779,39.2973329
"Cityworks SR Comments","100  SAINT MARTINS RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-13T15:20:32.000","2014-10-04T15:20:32.000","GUILFORD","14-00692200","MD","CLOSED","2014-11-05T12:32:29.000","2014-09-13T16:15:08.000","21218","UPDATED",-76.6149759,39.3347921
"Cityworks SR Comments","3300 E MADISON ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-21T05:54:27.000","2015-07-12T05:54:27.000","ORANGEVILLE INDUSTRIAL AREA","15-00482987","MD","CLOSED","2015-06-25T18:11:58.000","2015-06-24T18:50:53.000","21205","UPDATED",-76.5711084,39.2999055
NA,"LOCH RAVEN RD &E 25TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T18:45:58.000","2015-04-14T18:45:58.000","BETTER WAVERLY","15-00233569","MD","CLOSED","2015-04-24T13:04:56.000",NA,"21218",NA,-76.603584,39.3215719
"Cityworks SR Comments","E BELVEDERE AVE & LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-22T15:00:54.000","2015-05-13T15:00:54.000","WOODBOURNE HEIGHTS","15-00315124","MD","CLOSED","2015-04-23T19:09:42.000","2015-04-22T15:10:24.000","21239","UPDATED",-76.5959071,39.3604586
NA,"GREENSPRING AVE & POPLAR DR","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-15T19:06:50.000","2014-10-06T19:06:50.000","DRUID HILL PARK","14-00696491","MD","O-WIP","2014-09-30T12:55:53.000",NA,"21217",NA,-76.6882923,39.3966579
"Cityworks SR Comments","E 32ND ST & HILLEN RD, BALTIMORE, MD, 21",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-06-28T17:29:35.000","2015-07-19T17:29:35.000","COLDSTREAM HOMESTEAD MONTEBELLO","15-00505371","MD","O-WIP","2015-07-08T16:30:22.000","2015-06-28T17:43:35.000",NA,"UPDATED",-94.4143949,37.0543275
"Dispatch Work Crew","YALE AVE & FREDERICK AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-31T19:08:46.000","2015-06-21T19:08:46.000","IRVINGTON","15-00424493","MD","CLOSED","2015-06-16T16:45:57.000","2015-06-05T12:07:00.000","21229",NA,-93.5175341,43.0817089
"Cityworks SR Comments","1013  SOMERSET ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-02T17:33:02.000","2015-07-23T17:33:02.000","JOHNSTON SQUARE","15-00520600","MD","CLOSED","2015-07-07T17:13:47.000","2015-07-02T17:46:33.000","21202","UPDATED",-76.6010251,39.302225
NA,"5414  TRAMORE RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-30T11:02:50.000","2014-10-21T11:02:50.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00735217","MD","CLOSED","2014-09-30T12:00:21.000",NA,"21214",NA,-76.56766,39.355722
"Dispatch Work Crew","2401  LIBERTY HEIGHTS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T23:42:45.000","2015-02-20T23:42:45.000","MONDAWMIN","15-00070969","MD","CLOSED","2015-02-06T12:30:23.000","2015-02-03T19:19:00.000","21215",NA,-76.654697,39.3170829
NA,"2933  FAIT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-19T19:05:01.000","2015-04-09T19:05:01.000","CANTON","15-00220600","MD","CLOSED","2015-05-01T12:13:27.000",NA,"21224",NA,-76.574585,39.2830749
"Cityworks SR Comments","1500  CHURCH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-24T17:45:57.000","2015-05-15T17:45:57.000","CURTIS BAY","15-00323001","MD","CLOSED","2015-04-29T18:56:47.000","2015-04-27T22:05:00.000","21226","UPDATED",-76.5897584,39.2229197
NA,"2908  ORLEANS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-12T18:44:21.000","2015-01-02T18:44:21.000","ELLWOOD PARK/MONUMENT","14-00929915","MD","CLOSED","2015-02-10T12:06:04.000",NA,"21224",NA,-76.5758309,39.296059
"Cityworks SR Comments","3200  O'DONNELL ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-08T23:44:17.000","2015-04-29T23:44:17.000","CANTON","15-00276411","MD","CLOSED","2015-04-24T13:02:57.000","2015-04-10T12:40:17.000","21224","UPDATED",-76.5709604,39.280544
"Cityworks SR Comments","HERKIMER ST &S CAREY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-18T11:16:07.000","2015-06-08T11:16:07.000","WASHINGTON VILLAGE","15-00387265","MD","O-WIP","2015-05-21T17:58:45.000","2015-05-19T10:56:58.000","21223","UPDATED",-74.9724871,43.1348767
NA,"4666  PARK HEIGHTS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-10T16:58:58.000","2015-07-01T16:58:58.000","CENTRAL PARK HEIGHTS","15-00452839","MD","CLOSED","2015-07-01T12:57:26.000",NA,"21215",NA,-76.670467,39.343769
"Dispatch Work Crew","LIBERTY HEIGHTS AVE &W NORTHERN PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-05T12:50:11.000","2015-03-26T12:50:11.000","HOWARD PARK","15-00169616","MD","CLOSED","2015-05-01T12:15:02.000","2015-03-10T11:18:00.000","21207",NA,-76.6824045,39.3273606
