"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Cityworks SR Comments","PARKSIDE DR & BREHMS LN, BALTIMORE, MD,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-22T20:42:26.000","2015-06-25T20:42:26.000","PARKSIDE","UPDATED","15-00486908","MD","CLOSED","2015-06-24T19:10:23.000","2015-06-24T19:20:49.000",NA,NA,NA
"WO - Repair Streetlight Cable Fault","1900  THAMES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-17T18:00:20.000","2015-06-20T18:00:20.000","FELLS POINT","CLOSED","15-00473284","MD","CLOSED","2015-07-01T10:55:32.000","2015-07-01T18:57:59.000","21231",NA,NA
"Cityworks SR Comments","W NORTH AVE & MOUNT ROYAL TERR, BALTIMOR",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-29T14:03:48.000","2015-07-02T14:03:48.000","BOLTON HILL","UPDATED","15-00507432","MD","CLOSED","2015-06-30T13:01:41.000","2015-06-30T13:05:09.000",NA,NA,NA
"Cityworks SR Comments","41 E CROSS ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-09T11:02:24.000","2015-06-12T11:02:24.000","FEDERAL HILL","UPDATED","15-00447030","MD","CLOSED","2015-06-10T18:29:57.000","2015-06-10T18:40:25.000","21230",NA,NA
"Cityworks SR Comments","3420  MAYFIELD AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-28T15:13:03.000","2015-05-31T15:13:03.000","BELAIR-EDISON","UPDATED","15-00416594","MD","CLOSED","2015-06-03T14:27:38.000","2015-06-03T14:39:59.000","21213",NA,NA
"Cityworks SR Comments","FLEET ST & PRESIDENT ST, BALTIMORE, MD,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-16T14:04:18.000","2015-06-19T14:04:18.000","INNER HARBOR","UPDATED","15-00467774","MD","CLOSED","2015-07-01T11:47:11.000","2015-07-01T11:55:52.000",NA,NA,NA
"Cityworks SR Comments","1209 E NORTHERN PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-11T07:16:53.000","2015-07-14T07:16:53.000","RAMBLEWOOD","UPDATED","15-00544774","MD","CLOSED","2015-07-13T18:17:55.000","2015-07-13T18:24:18.000","21239",NA,NA
"Cityworks SR Comments","E LOMBARD ST & LIGHT ST, BALTIMORE, MD,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-04T15:30:14.000","2015-08-07T15:30:14.000","INNER HARBOR","UPDATED","15-00617438","MD","HOLDLOCK","2015-08-04T20:04:21.000","2015-08-04T15:45:08.000",NA,NA,NA
"Cityworks SR Comments","E 22ND ST & HUNTER ST, BALTIMORE, MD, 21",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-04T22:55:45.000","2015-08-07T22:55:45.000","BARCLAY","UPDATED","15-00618908","MD","LOCKED","2015-08-04T23:01:10.000","2015-08-04T23:05:13.000",NA,NA,NA
"Cityworks SR Comments","BANK ST & S CLINTON ST, BALTIMORE, MD, 2",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-28T20:49:26.000","2015-07-31T20:49:26.000","HIGHLANDTOWN","UPDATED","15-00598057","MD","CLOSED","2015-08-03T18:31:15.000","2015-08-03T18:34:15.000",NA,NA,NA
"Cityworks SR Comments","3720  GREENSPRING AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-14T07:19:50.000","2015-07-17T07:19:50.000","PARK CIRCLE","UPDATED","15-00551616","MD","CLOSED","2015-07-14T18:11:31.000","2015-07-14T18:14:45.000","21211",NA,NA
"Cityworks SR Comments","1000 N MOUNT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-14T16:56:04.000","2015-05-17T16:56:04.000","SANDTOWN-WINCHESTER","UPDATED","15-00379278","MD","CLOSED","2015-05-18T16:58:23.000","2015-05-18T17:06:23.000","21217",NA,NA
"Cityworks SR Comments","PRESIDENT ST & E PRATT ST, BALTIMORE, MD",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-27T05:33:05.000","2015-07-30T05:33:05.000","LITTLE ITALY","UPDATED","15-00591702","MD","CLOSED","2015-07-28T13:49:41.000","2015-07-28T13:59:49.000",NA,NA,NA
"Cityworks SR Comments","3229  GWYNNS FALLS PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-14T20:12:33.000","2015-07-17T20:12:33.000","WALBROOK","UPDATED","15-00554757","MD","CLOSED","2015-07-20T15:09:13.000","2015-07-20T15:13:43.000","21216",NA,NA
"Cityworks SR Comments","300 S BROADWAY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-10T05:23:08.000","2015-07-13T05:23:08.000","FELLS POINT","UPDATED","15-00541341","MD","CLOSED","2015-07-11T10:22:17.000","2015-07-11T10:32:20.000","21231",NA,NA
NA,"1800  WALBROOK AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-03-16T16:53:26.000","2015-03-19T16:53:26.000","MONDAWMIN",NA,"15-00207309","MD","DUPCLOSD","2015-05-13T12:15:06.000",NA,"21217",NA,NA
"Cityworks SR Comments","COLVIN ST & ENSOR ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-17T23:10:23.000","2015-05-20T23:10:23.000","OLDTOWN","UPDATED","15-00386769","MD","CLOSED","2015-05-19T11:00:51.000","2015-05-19T11:07:03.000","21202",NA,NA
"Cityworks SR Comments","700 N PACA ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-13T19:35:50.000","2015-07-16T19:35:50.000","SETON HILL","UPDATED","15-00550705","MD","CLOSED","2015-07-14T18:52:42.000","2015-07-14T19:04:47.000",NA,NA,NA
"Cityworks SR Comments","400  YALE AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-08T16:20:29.000","2015-06-11T16:20:29.000","IRVINGTON","UPDATED","15-00444736","MD","CLOSED","2015-06-10T18:59:44.000","2015-06-10T19:10:30.000","21229",NA,NA
"Cityworks SR Comments","FREDHILTON PASS & FREDERICK AVE, BALTIMO",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-09T05:47:13.000","2015-06-12T05:47:13.000","IRVINGTON","UPDATED","15-00446810","MD","CLOSED","2015-06-10T19:00:51.000","2015-06-10T19:10:30.000",NA,NA,NA
"WO - Install New Pole","4900 N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-11T11:55:37.000","2015-05-14T11:55:37.000","BLYTHEWOOD","CLOSED","15-00366411","MD","CLOSED","2015-05-12T12:48:23.000","2015-06-02T09:46:55.000","21210",NA,NA
"Cityworks SR Comments","S HIGHLAND AVE & ELLIOTT ST, BALTIMORE,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-03T23:31:00.000","2015-08-06T23:31:00.000","CANTON","UPDATED","15-00615461","MD","HOLDLOCK","2015-08-04T11:02:39.000","2015-08-03T23:44:23.000",NA,NA,NA
"Cityworks SR Comments","101 W FAYETTE ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-14T22:17:47.000","2015-07-17T22:17:47.000","DOWNTOWN","UPDATED","15-00555087","MD","CLOSED","2015-07-15T18:24:28.000","2015-07-15T18:35:28.000","21201",NA,NA
"Cityworks SR Comments","1415 E CLEMENT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-15T21:56:12.000","2015-06-18T21:56:12.000","LOCUST POINT","UPDATED","15-00466047","MD","CLOSED","2015-06-16T18:38:07.000","2015-06-16T18:45:22.000","21230",NA,NA
"WO - Install New Pole","101 W HILL ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-15T23:57:47.000","2015-05-18T23:57:47.000","OTTERBEIN",NA,"15-00384078","MD","CLOSED","2015-05-19T10:58:14.000","2015-06-29T13:02:16.000","21230",NA,NA
"Cityworks SR Comments","S EXETER ST & LANCASTER ST, BALTIMORE, M",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-10T21:43:41.000","2015-06-13T21:43:41.000","INNER HARBOR","UPDATED","15-00453383","MD","CLOSED","2015-06-11T18:52:46.000","2015-06-11T19:01:27.000",NA,NA,NA
"Cityworks SR Comments","400 E 26TH ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-16T15:28:09.000","2015-07-19T15:28:09.000","HARWOOD","UPDATED","15-00561269","MD","CLOSED","2015-07-21T18:19:34.000","2015-07-21T18:24:52.000","21218",NA,NA
"WO - Install New Pole","400 W PRATT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-02-15T02:38:36.000","2015-02-18T02:38:36.000","INNER HARBOR","CLOSED","15-00107392","MD","CLOSED","2015-02-19T13:50:20.000","2015-07-08T19:22:16.000","21201",NA,NA
"Cityworks SR Comments","4009  SOUTHERN AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-22T13:22:50.000","2015-07-25T13:22:50.000","WILSON HEIGHTS","UPDATED","15-00577569","MD","CLOSED","2015-07-29T13:29:24.000","2015-07-29T13:40:57.000","21206",NA,NA
"Cityworks SR Comments","900 N CALVERT ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-06T00:18:01.000","2015-07-09T00:18:01.000","MOUNT VERNON","UPDATED","15-00525780","MD","CLOSED","2015-07-06T18:04:26.000","2015-07-06T18:09:14.000","21202",NA,NA
"Cityworks SR Comments","WILLISTON ST & HAZLETT AVE, BALTIMORE, M",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-24T12:30:23.000","2015-06-27T12:30:23.000","BEECHFIELD","UPDATED","15-00492014","MD","CLOSED","2015-07-01T16:04:38.000","2015-07-01T16:15:42.000",NA,NA,NA
"Cityworks SR Comments","606  SOMERSET RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-08T00:53:08.000","2015-06-11T00:53:08.000","KESWICK","UPDATED","15-00444442","MD","CLOSED","2015-06-08T18:31:35.000","2015-06-08T18:34:53.000","21210",NA,NA
"Cityworks SR Comments","10  HOPKINS PL","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-15T17:52:38.000","2015-06-18T17:52:38.000","DOWNTOWN","UPDATED","15-00465111","MD","CLOSED","2015-06-16T18:26:53.000","2015-06-16T18:35:24.000","21201",NA,NA
"Cityworks SR Comments","4800 W NORTHERN PKWY","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-04T16:49:38.000","2015-06-07T16:49:38.000","SETON BUSINESS PARK","UPDATED","15-00437097","MD","CLOSED","2015-06-05T18:05:40.000","2015-06-05T18:11:12.000","21215",NA,NA
"Cityworks SR Comments","3339 N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-03T17:37:47.000","2015-08-06T17:37:47.000","CHARLES VILLAGE","UPDATED","15-00613755","MD","CLOSED","2015-08-04T18:47:54.000","2015-08-04T18:55:20.000","21218",NA,NA
"Cityworks SR Comments","W MOUNT ROYAL AVE & W LANVALE ST, BALTIM",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-07T19:23:59.000","2015-06-10T19:23:59.000","BOLTON HILL","UPDATED","15-00443923","MD","CLOSED","2015-06-08T18:32:40.000","2015-06-08T18:44:46.000",NA,NA,NA
"Cityworks SR Comments","6000  HIGHGATE DR","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-20T15:02:09.000","2015-06-23T15:02:09.000","GLEN","UPDATED","15-00482240","MD","CLOSED","2015-06-24T18:42:44.000","2015-06-24T18:50:53.000","21215",NA,NA
"Cityworks SR Comments","2641  BERYL AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-22T18:29:15.000","2015-07-25T18:29:15.000","BIDDLE STREET","UPDATED","15-00579157","MD","CLOSED","2015-07-29T13:28:46.000","2015-07-29T13:40:57.000","21205",NA,NA
"Cityworks SR Comments","100 S LINWOOD AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-01T11:34:32.000","2015-07-04T11:34:32.000","PATTERSON PARK","UPDATED","15-00515396","MD","CLOSED","2015-07-06T18:03:29.000","2015-07-06T18:09:14.000","21224",NA,NA
"Cityworks SR Comments","N KOSSUTH ST & N HILTON ST, BALTIMORE, M",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-23T13:52:20.000","2015-06-26T13:52:20.000","CARROLL-SOUTH HILTON","UPDATED","15-00488823","MD","CLOSED","2015-06-25T17:08:54.000","2015-06-25T17:12:01.000",NA,NA,NA
"Cityworks SR Comments","2000  PENNSYLVANIA AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-28T17:33:37.000","2015-07-01T17:33:37.000","UPTON","UPDATED","15-00505375","MD","CLOSED","2015-06-30T17:40:41.000","2015-06-30T17:45:21.000","21217",NA,NA
"Cityworks SR Comments","WINDEMERE AVE & THE ALAMEDA, BALTIMORE,",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-28T16:01:41.000","2015-07-01T16:01:41.000","EDNOR GARDENS-LAKESIDE","UPDATED","15-00505248","MD","CLOSED","2015-06-30T10:48:50.000","2015-06-30T10:54:47.000",NA,NA,NA
"Cityworks SR Comments","11 E SARATOGA ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-08T22:22:22.000","2015-06-11T22:22:22.000","DOWNTOWN","UPDATED","15-00446527","MD","CLOSED","2015-06-10T18:31:32.000","2015-06-10T18:40:25.000","21202",NA,NA
"WO - Install New Pole","S BROADWAY & LANCASTER ST, BALTIMORE, MD",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-01T14:29:52.000","2015-07-04T14:29:52.000","FELLS POINT","CLOSED","15-00516482","MD","CLOSED","2015-07-02T11:24:35.000","2015-07-09T17:44:49.000",NA,NA,NA
"Cityworks SR Comments","HILLEN RD & E NORTHERN PKWY, BALTIMORE,","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-13T09:17:25.000","2015-06-16T09:17:25.000","MT PLEASANT PARK","UPDATED","15-00460194","MD","CLOSED","2015-06-16T18:35:56.000","2015-06-16T18:45:22.000",NA,NA,NA
"Cityworks SR Comments","2801  ANNAPOLIS RD","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-16T18:22:31.000","2015-07-19T18:22:31.000","LAKELAND","UPDATED","15-00562036","MD","CLOSED","2015-07-21T18:18:15.000","2015-07-21T18:24:52.000","21230",NA,NA
"Cityworks SR Comments","FRANKFORD AVE & BELAIR RD, BALTIMORE, MD","baltimore","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-08-04T07:58:59.000","2015-08-07T07:58:59.000","WALTHERSON","UPDATED","15-00615699","MD","HOLDLOCK","2015-08-04T11:02:40.000","2015-08-04T08:14:36.000","21206",NA,NA
"Cityworks SR Comments","LEIGHTON AVE & W FOREST PARK AVE, BALTIM",NA,"STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-06-16T11:26:19.000","2015-06-19T11:26:19.000","BURLEITH-LEIGHTON","UPDATED","15-00466691","MD","CLOSED","2015-06-19T19:22:10.000","2015-06-19T19:27:28.000",NA,NA,NA
"WO - Install New Pole","1 N CHARLES ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-28T20:11:50.000","2015-07-31T20:11:50.000","DOWNTOWN","CLOSED","15-00597992","MD","CLOSED","2015-07-30T10:57:08.000","2015-08-04T18:08:49.000","21201",NA,NA
"Cityworks SR Comments","5000 W FOREST PARK AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-07-29T19:41:48.000","2015-08-01T19:41:48.000","PURNELL","UPDATED","15-00601536","MD","CLOSED","2015-07-30T18:48:23.000","2015-07-30T18:51:27.000","21207",NA,NA
"Cityworks SR Comments","W BALTIMORE ST &N FULTON AVE","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-17T06:42:58.000","2015-05-20T06:42:58.000","FRANKLIN SQUARE","UPDATED","15-00385757","MD","CLOSED","2015-05-19T10:55:32.000","2015-05-19T11:07:03.000","21223",NA,NA
"Cityworks SR Comments","S CHARLES ST &W LOMBARD ST","BALTIMORE","STREETL2","TRM-StLight Damaged/Knocked Down/Rusted","2015-05-12T16:04:59.000","2015-05-15T16:04:59.000","DOWNTOWN","UPDATED","15-00371115","MD","CLOSED","2015-05-14T14:09:28.000","2015-05-12T16:21:38.000","21201",NA,NA
